发布时间,微博id,微博正文,原始图片url,微博视频url,发布工具,点赞数,转发数,评论数
4/10/19 17:28,HoZXUrmQl,【中国人涨工资，美国资本先急了：这样我赚谁的血汗钱去？】#一勺思想# 一勺思想系列请来中国人民大学比较政治经济学中心主任卢荻教授，为我们再次讲述中国经济问题！第一集就是一个比较有争议的话题：是因为中国人工资增长太快所以导致了经济增长放缓？近些年这种说法在经济学界开始有了市场，那么背后到底是怎么回事？卢老师认为，这种判断的背后其实就是所谓“华盛顿共识”，也就是以IMF、世界银行为首的美国金融体系的思考方式。在“华盛顿共识”的思维下，中国这样的国家充当“世界工厂”，大量生产廉价产品，就解决了欧美发达国家的生产环节，这样他们发展金融，就能“舒舒服服”地大笔赚取利润，甚至像97年金融危机一样对别人进行“金融洗劫”。然而一旦中国人的工资上涨，利润降低了，同时中国又对自己的金融把控很严，使得西方资本无法“入场”，这就可能导致一切都崩坏了。说得再简单点，你们中国人不给抢劫金融又不肯永远当血汗工人，这真的让我们这些一片好心的金融大玩家很伤心啊……观视频工作室的秒拍视频                                 ,无,无,专业版微博,107,55,30
4/10/19 0:07,HoT9ytCnL,#胡侃# 美国宣布伊朗伊斯兰革命卫队为恐怖主义力量，伊朗作为报复，宣布美国设在中东的中央司令部及其附属部队为恐怖主义力量。这样的互骂互怼从未有过。美国看来要把整个世界推到唾沫和仇恨中去游泳。 胡锡进的微博视频  ,无,"http://f.us.sinaimg.cn/000y0Ffilx07sXhcNlMA01041200qbuL0E010.mp4?label=mp4_hd&template=852x480.28.0&Expires=1597626842&ssig=8TYeYDMSMX&KID=unistore,video",iPhone客户端,47,1,12
4/9/19 17:24,HoQvUbdQZ,【和美国贸易谈判，中国千万不要像日本那样被忽悠了】#眉山论剑# 中美贸易谈判，如果中国谈判代表像当年的日本一样屈服于美国的压力在核心利益上让步，那这些人可就真的要向全体中国人谢罪了。中国在贸易谈判中完全有自己的牌，底气也比当年的日本更足，陈平老师就提出了几个他认为可以用来还击美国的要求……观视频工作室的秒拍视频                                 ,无,无,专业版微博,320,134,98
4/9/19 8:20,HoMWW3LQf,#胡侃# 北京的门票属于最便宜的，颐和园旺季30块钱，八达岭长城旺季40块钱，故宫旺季是60块钱，它们都是全国的顶级文物，如果全国其他地方同类古迹的门票超过这三家，都涉嫌不合理。所在地方应当向全国旅游者做出解释。 胡锡进的微博视频  ,无,"http://f.us.sinaimg.cn/003Jf1rNlx07sWeifNuM01041200BAMe0E010.mp4?label=mp4_hd&template=852x480.28.0&Expires=1597626848&ssig=HUO5JD8yQf&KID=unistore,video",iPhone客户端,108,15,48
4/8/19 20:30,HoIiEzlEN,【有人说凉山的悲剧是因为中国消防员不专业？他们对火灾一无所知！】#科技袁周虑# 凉山的一场森林大火烧得全国人民揪心，大家纷纷对在火灾中遇难的消防员表达了崇高的敬意。然而，也出现了一些声音，质疑是不是我国消防员不专业才导致的出现这么大牺牲？有这种想法的人可以说是对森林大火的扑灭难度和危险性一无所知了。让人看到希望的是，同样是森林火灾，也有可喜的变化在发生：在千里之外的另一场森林火灾扑灭行动中，一项新的技术首次在中国投入使用……观视频工作室的秒拍视频                                 ,无,无,专业版微博,64,9,15
4/7/19 21:23,Hoze18AxF,【原来在西方人眼里，德国身上的缺点都是被东方传染的？】#一勺思想# 一勺思想又有新面孔啦！复旦大学中国研究院副研究员余亮老师，为我们带来一个新的节目形式——通过一本书切入，来聊一个关乎文化政治历史的宏大话题。这一次，余老师帮我们介绍的是一本英国人写的德国历史书：《极简德国史》。这本书提供了一个观察德国的有趣视角，在许多西方人眼里，德国自古以来都是有两股力量在不断斗争，那就是德国的东方性和西方性。当然，作者认为德国应该积极发扬它的西方性，摒弃东方性，在这本书中，我们可以看到从德国选出希特勒一直到今天的德国右翼势力抬头，都被作者和德国的东方因素给联系了起来……余亮老师是“文理双学历”的文化问题研究者，他善于捕捉书本中各种调动情绪的修辞和絮絮叨叨的概念背后的有趣重点，比如在《极简德国史》这本书里，余老师就发现作者作为一个英国人，一边呼吁德国要发扬“西方性”，一边却又对“西方”概念究竟指的是谁语焉不详，因为他既不想太抬举法国，又没法把历史上都比较孤立的英国硬塞进去代表西方……所以听完余老师的解读，再捧起这本书，你不但不会有被剧透的感觉，反而能感受出不一样的画风~最后，如果大家对这一集一勺思想的形式感到满意，我们以后也会多多尝试，帮大家介绍更多书和故事！观视频工作室的秒拍视频                                 ,无,无,专业版微博,120,39,16
4/7/19 19:48,HoyBknYY4,#胡侃# 老胡猜，这个星期一的股市很有可能又要涨，原因是小长假期间中美贸易磋商又取得新进展。中美经贸协议会不会签呢？我觉得，这个被千呼万唤的协议就像一个在树上眼看着几乎已经长成的果子，但究竟何时会“瓜熟蒂落”，我们还需耐心等待。 胡锡进的微博视频  ,无,"http://f.us.sinaimg.cn/002kL77zlx07sTMqDEMo01041200wd5f0E010.mp4?label=mp4_hd&template=852x480.28.0&Expires=1597626854&ssig=LLNBKjqa2e&KID=unistore,video",iPhone客户端,31,3,9
4/7/19 9:54,HouIjke1d,【解放军军机飞越“海峡中线”？没事，多几次就习惯了】#叶班长说台湾# 台湾这几天又开始热烈讨论起所谓解放军歼-11军机飞越“海峡中线”的事了。实际上，班长首先得说，所谓“海峡中线”就是一个伪命题。其次，别看蔡英文他们现在大呼小叫的，之前军机绕台的时候不也一样？最后几次下来，不就习惯了嘛……观视频工作室的秒拍视频                                 ,无,无,专业版微博,76,5,6
4/6/19 20:47,HopyFfCT8,【有人想把带给伊拉克叙利亚的“人权”也带到中国】#这就是中国张维为# 西方推行自己的“人权”给也门、叙利亚、阿富汗、伊拉克……这里面有许多国家张维为老师曾经去过，在多年前，其中有些国家比中国富裕，现在却破败成这样，张老师对有些西方学者就直言，他们是在“作孽”。而直到今天，西方有部分人还想把这种“人权”输出到中国，搞乱新疆、西藏，对此中国必须迎头痛击。观视频工作室的秒拍视频                                 ,无,无,专业版微博,114,48,68
4/5/19 21:01,HogdL0Hrv,【量子通信有多安全？默克尔应该会想要整一个！】#科技袁人# 本期进入正题，袁老师帮大家详细解释了量子密码术的基本原理和相对传统密码术的优势。密码学实际上是一门不太容易进入普通人视野的学科，因为它背后往往涉及着关乎一个国家外交、军事、经济等最为关键的核心利益，所以也才会出现袁老师在本期节目中举例的那种情况：一个国家的密码学成果，在之前已经有别的国家做出过。这可以说是一个研究“保密”的“保密”学科。联想到几年前默克尔等人还遭到盟友美国窃听的事件，我们可以感受到，密码领域的争夺我们能看到的只是水面上的冰山一角！观视频工作室的秒拍视频                                 ,无,无,专业版微博,73,86,34
4/5/19 18:56,HofpofvGO,【流浪汉又被捧成“大师”，真正的大师没见你们感兴趣啊？】#也说# 没错，突然加更！是什么事让老马这么忍不住一定要说说？原来是最近特别火的所谓“流浪汉大师”事件。本来嘛，由于短视频传播速度很快，这个事也就有一个新鲜，没必要上纲上线的批；然而竟然有很多人跳出来，开始借着这个事由各种批评社会，这是不是就太入戏了？观视频工作室的秒拍视频                                 ,无,无,专业版微博,77,9,32
4/5/19 15:28,Hoe2O9aTW,【让几亿中国人脱离贫困，就是我们的人权成就】#这就是中国张维为# 新中国成功使得几亿中国人脱离贫困，并且制造了世界上最大的中产群体，这本身就是一项非常伟大的人权成就。然而西方谈起人权只强调投票这类政治权力，而最终接受了西方“人权方案”的例子就是阿富汗、伊拉克、海地这些国家……观视频工作室的秒拍视频                                 ,无,无,专业版微博,78,18,33
4/5/19 12:47,HocZk54jp,#一勺思想# 郑若麟老师的“黄马甲”四集小系列已经全部发布啦，同样给同学们一个传送门集合~第一集·“黄马甲”之幕后真相：观视频工作室的秒拍视频第二集·“黄马甲”之民主危机：观视频工作室的秒拍视频第三集·“黄马甲”运动之诉求：观视频工作室的秒拍视频第四集·反犹与“黄马甲”运动：观视频工作室的秒拍视频“黄马甲”运动还在发展当中，但这个系列会为我们带来一种新视角。郑若麟老师介绍了这场运动背后我们所不熟悉的人物和事件，看完这个系列，你可以对法国正在发生什么更清晰。             [组图共3张]      原图                             ,"http://ww3.sinaimg.cn/large/006C8qP7gy1g1rnts45eij31hc0u0mz4.jpg,http://ww2.sinaimg.cn/large/006C8qP7gy1g1rnttik8tj31hc0u00v8.jpg,http://ww2.sinaimg.cn/large/006C8qP7gy1g1rntutvk5j31hc0u044b.jpg","http://miaopai.video.weibocdn.com/izngWizPlx07sDTfxtEk01040201KkcA0E013?Expires=1597626873&ssig=t1w5Vcgo%2Fq&KID=unistore,video",专业版微博,97,42,12
4/4/19 19:33,Ho6dCaz8Z,【当“黄马甲”中又出现反犹太人的声音，一切就复杂了起来】#一勺思想# 这一集中，郑若麟老师为我们提供了一个完全不同的角度来看“黄马甲”运动：那就是突然杀出的“反犹”话题。由于“黄马甲”运动的极右翼色彩，保守主义、种族主义很容易成为这场运动的标签。但是，“反犹”是一个完全不同等级的概念，由于欧洲二战历史原因，“反犹”是一个特别敏感的话题。这一次，又是一位身居法兰西院士的犹太裔被“黄马甲”参与人员攻击，就使得这个话题瞬间引爆了。那么，这件事的发生是偶然吗？还是“黄马甲”正在向某种极端发展？郑若麟老师也没有给出答案，“黄马甲”运动正在进行中，我们也可以继续观察下一步的变化。但是从“反犹”这个突然影响“黄马甲”运动的议题出现，我们可以管中窥豹到西方政治、文化有其自己的复杂性，我们中国人在以前对很多西方敏感的议题了解得太少，还不知道怎么“玩”他们这场游戏。所以，“黄马甲”运动就是一次很好的学习机会了。观视频工作室的秒拍视频                                 ,无,无,专业版微博,69,28,23
4/4/19 18:21,Ho5KFCyti,【西方人喜欢和你谈人权，但从来只说对他们有利的部分】#这就是中国张维为# 人权当然是每个国家都应该追求的东西，西方推崇“人权”概念本身没有问题，问题在于西方在“人权”问题上十分善于双标。比如美国，在诸多联合国的人权协议中，美国其实只参与了一小部分，剩下的凡事只要可能影响到美国自身利益的，美国就敬而远之；反过来，美国却要跑到全世界每个角落去管别人的人权问题。所以看来我们中国人也要学会了解美国，多关心一下美国国内的种族、医保等等人权问题，来而不往非礼也~观视频工作室的秒拍视频                                 ,无,无,专业版微博,62,22,2
4/3/19 22:17,HnXRPEGfl,【西方想要谈人权，能先把自己难民问题给整明白不？】#这就是中国张维为# 一袋洗衣粉进攻伊拉克，几张摆拍轰炸叙利亚，“人权”两个字为什么反而往往是被当枪使这么讽刺？不过中国有句老话叫善恶终有报，现在面临着铺天盖地的难民问题，“人权”这个紧箍咒现在真套回西方自己头上了……观视频工作室的秒拍视频                                 ,无,无,专业版微博,74,15,35
4/3/19 20:36,HnXcXsP3S,#胡侃# 美国“遏制中国”步履维艰，快成一个笑话了。 胡锡进的微博视频  ,无,"http://f.us.sinaimg.cn/001KftyAlx07sNsojolW01041200DPM20E010.mp4?label=mp4_hd&template=852x480.28.0&Expires=1597626883&ssig=OuM3BX7NUI&KID=unistore,video",iPhone客户端,56,6,8
4/3/19 18:57,HnWyC9HgJ,【这个恶心广告背后，藏着西方人看待亚洲人的恶臭思维】#也说# 这个德国广告，把全亚洲人都恶心到了。但在老马看来，如果你真的熟悉西方社会，你就会发现，很多西方人对亚洲人的傲慢和歧视，真的是骨子里的，这个广告只是这种心理的冰山一角而已。换句话说，这其实真的是种“基本操作”。还记得不久前的中国游客在瑞典被警方粗暴对待的新闻吗？本身中国国内还有争论这个事到底哪边占理，然后很多国人还认为瑞典方面没有歧视国人的意思。结果马上瑞典的电视台就出了个视频，充满了羞辱中国人的“梗”还自以为幽默。所以老马认为，一方面中国人不必对这类事太大惊小怪，一方面我们也要长个心眼——他们有些人可能真的是不知香臭的呢。观视频工作室的秒拍视频                                 ,无,无,专业版微博,118,32,27
4/3/19 16:45,HnVHb67zu,【原来在民进党高官眼里，台湾人真的“猪狗不如”？】#叶班长说台湾#台湾“陆委会”陈明通一席话，引爆了整个台湾岛的舆论。台湾人想不到，为了自己生活打拼，竟然在民进党眼里就是和“猪狗禽兽”一样？“何不食肉糜”的典故，在民进党官员身上还真的发生了……观视频工作室的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/L0AXpp1elx07sNcgI82401040200TbQo0E013?Expires=1597626887&ssig=ozjXso6mMa&KID=unistore,video",专业版微博,55,2,12
4/2/19 22:30,HnOwMwbMQ,#胡侃# 美国高声指责解放军破坏台海现状，不断破坏台海现状的美方不知道是不是喜欢把这种陈词滥调当音乐给自己听？解放军这次只是迈了一小步，美台就真的有点慌了，因为他们在台海没有多少真正的牌可以打。 胡锡进的微博视频  ,无,"http://f.us.sinaimg.cn/000I3TMIlx07sLZU8vG801041200r3b00E010.mp4?label=mp4_hd&template=852x480.28.0&Expires=1597626887&ssig=aggt7JoasV&KID=unistore,video",iPhone客户端,69,8,23
4/2/19 21:22,HnO59w4BI,【为什么说特朗普“通俄门”小胜，中美关系却更凶险了？】#眉山论剑# 最近特朗普的心情一定不错，自他上台之后一直被媒体和反对党所攻击的“通俄门”事件终于有了阶段性结论——一份有利于他的报告结果在3月底出炉了。不过，陈平老师想要和我们讨论的，是“通俄门”事件上特朗普的小胜，会给看似在逐渐平稳的中美贸易战带来什么影响？陈老师认为，中美之间可能要风波再起了。在美国国内反对派的一大杀器“通俄门”失去效力之后，他们会迫切抓紧其它议题的机会去攻击特朗普，而中美贸易获得的关注肯定会增加。民主党和共和党党内的反华派都会死死咬住特朗普，让他在中美贸易战中没有回旋余地。而另一方面，最近似乎诸事皆顺的特朗普也可能更加“膨胀”，进一步坐地要价……观视频工作室的秒拍视频                                 ,无,无,专业版微博,132,51,35
4/2/19 18:55,HnN7j5zQI,【当发现选举被操纵，法国人只能穿上“黄马甲”来反抗】#一勺思想# 为什么说“黄马甲”运动是一场针对法国体制的革命？因为法国人终于开始意识到，现行所谓的民主选举制度，无论他们选出的是右翼的萨科齐、左翼的奥朗德又或者是不左不右的中间派马克龙，却都完全无法代表自己的意志。明明是自己投票选出的议员，却并不能实践他们的想法和需求。最终无论怎么投票怎么选，竟然都是错误的选项，那么他们当然就对这个制度本身产生了质疑……观视频工作室的秒拍视频                                 ,无,无,专业版微博,68,26,21
4/1/19 22:33,HnF76vtrz,#胡侃# 日本改年号为“令和”，改掉了延续1300多年的传统， “令和”这两个字第一次不是出自中国古代典籍，而是出自日本典籍。对安倍政府的这点“小心思”，老胡觉得中国人不必跟他们计较。换年号是日本大事，老胡作为一名媒体的总编辑，很愿意在此时祝愿日本迎来一个好的时代。 胡锡进的微博视频  ,无,"http://f.us.sinaimg.cn/001h7mrHlx07sKpokeMg01041200xnBf0E010.mp4?label=mp4_hd&template=852x480.28.0&Expires=1597626903&ssig=LdvYL3V2uc&KID=unistore,video",iPhone客户端,57,9,30
4/1/19 21:17,HnECAc5xE,【谷歌要让3A变成网页游戏？开局一只鲲……】#科技袁周虑# 科技袁周虑，终于每周都有更新啦~在摸索了一段时间后，阿帅阿玄也渐渐找到了自己的节奏。这一期的内容放飞得比较远，范围从理论物理跨越到了网页游戏，沙雕的气氛也越发热烈了~观视频工作室的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/ptoKWesMlx07sKkOr2Qo01040201W7vd0E013?Expires=1597626905&ssig=MbRBJJEgHl&KID=unistore,video",专业版微博,44,12,23
3/31/19 23:16,HnvYidJVc,#胡侃# 哈哈，让老胡说中了吧。台国防部“愤怒”宣布解放军歼11战机星期天中午越过了海峡中线进行“直接的挑衅”。老胡把话放在这里，如果台当局不收敛言行，如果继续强化与美国的勾结，解放军战机飞越台湾岛的那一天早晚也会到来。 胡锡进的微博视频  ,无,"http://f.us.sinaimg.cn/002qdSdZlx07sIRALza801041200qGAj0E010.mp4?label=mp4_hd&template=852x480.28.0&Expires=1597626906&ssig=0je1GxrD3p&KID=unistore,video",iPhone客户端,97,18,29
3/31/19 21:45,Hnvn8224V,【来了来了，又到了我第一喜欢聊的“台湾新闻自由”时间】#叶班长说台湾# 来了来了，又到了亚洲自由之光台湾省来教学如何尊重新闻自由了。民进党嘴里的“新闻自由”=攻击大陆的自由民进党嘴里的“假新闻”=所有对民进党不利的新闻叶班长在台湾当了这么多年记者，有一点确信的可以告诉大家，台湾很多人在胡说八道、颠倒黑白方面是真的很自由……观视频工作室的秒拍视频                                 ,无,无,专业版微博,77,8,15
3/31/19 19:53,HnuDX1m1W,【曾经的民主灯塔法兰西，怎么会变成“黄马甲”绽放的土地？】#一勺思想# 在这一集中，郑若麟老师进一步分析了“黄马甲”运动的与众不同之处。这场运动远不止是一场抗议，事实上这已经是一场革命，一场政变。“黄马甲”反对政府，反对媒体，也反对以私有银行为代表的资本。也就是说，“黄马甲”背后的法国人民对现在整个控制着国家的精英群体有着深深的不满。他们不再是因为一两个政策或几个事件而发起的这场运动，而是针对整个体制的根本发起了反抗……那么，到底是什么样的法国政府，才会导致他的人民纷纷选择穿上了“黄马甲”呢？观视频工作室的秒拍视频                                 ,无,无,专业版微博,109,72,78
3/30/19 18:24,HnkD7CB7n,【中国基层选举的各种乱象，应该怎么改进？】#这就是中国张维为# 一位观众在现场提问，如何看待现在例如业主委员会、农村等地方的基层选举的一些乱象？中国应该如何探索和发展适合自己的民主模式？张维为老师认为，一个业主委员会、一个村长，往往就已经涉及了非常大的利益。而中国和西方有一点不同的是，西方人会非常自然而然地用推选的方式来找出一个团体的领导；而中国人自古以来，都会把考试考核作为一个大家都能信服的标准。所以，或许选举加考核的模式会是一种更适合的方法……观视频工作室的秒拍视频                                 ,无,无,专业版微博,118,100,99
3/29/19 20:05,HnbRQvwjG,【破解量子密码术？我们还是先来破解一下标题党……】#科技袁人# 阿玄阿帅在《袁周虑》里的“催更”成果来啦！其实袁老师很早就写过量子通信技术的科普文章，不过一直没找到时机好好做个视频专题。这次一篇“震惊体”文章终于让袁老师出手了……没有错，袁老师的科普生涯，也一直是和各种标题党之间的战斗生涯。具体到“量子保密通信惊现破绽”这个事，看完视频的同学们应该基本都明白了，整个新闻从头到尾基本就是量子通信技术领域内的常规操作，甚至里面所渲染的“攻防”双方都还是师徒关系，话题炒那么火热完全是靠媒体带节奏。但就像前面说的那样，既然好不容易有机会说说量子保密通信，我们当然要让袁老师帮我们把这个事给讲讲透，所以，又到了同学们第一喜欢的学习时间了……观视频工作室的秒拍视频                                 ,无,无,专业版微博,82,50,12
3/29/19 16:31,HnasVz2uG,【看到韩国瑜的大陆行顺风顺水，民进党越来越坐不住了】#叶班长说台湾# 这几天，关注班长的同学都知道，班长在厦门呆了好几天，全程跟踪采访了韩国瑜的厦门行。不过韩国瑜的大陆行越热闹，民进党在另一边就越坐不住了，各种放狠话，甚至要专门出“韩国瑜条款”针对他和大陆的来往……观视频工作室的秒拍视频                                 ,无,无,专业版微博,62,5,49
3/28/19 23:10,Hn3Eieaet,#胡侃# 印度打下一颗低轨道卫星，舆论的自我感觉好上月球。印度万事愿意和中国比，“印度梦”显然是“追赶中国”的一个梦。而美国印太战略的实质是要让印度与中国怼，彼此战略消耗。所幸两国政府都比较清醒。就是指向中国的印度民族主义太猛了，足以吓死中国的宝宝们。 胡锡进的微博视频  ,无,"http://f.us.sinaimg.cn/003MJH0dlx07sE3YMAqI01041200y3Dm0E010.mp4?label=mp4_hd&template=852x480.28.0&Expires=1597626921&ssig=xeNjYHbT3B&KID=unistore,video",iPhone客户端,54,4,17
3/28/19 20:19,Hn2wX92wU,【黄马甲运动持续这么久，怎么没有西方媒体质问法国体制问题？】#一勺思想# 常年旅居法国的郑若麟老师为我们带来了【一勺思想】的黄马甲专题系列。在第一集中，郑若麟老师想先要为我们明确一件事：“黄马甲”不是一场普通的抗议。虽然西**府和媒体试图淡化这次运动的意义，但实际上这样的运动能这么迅速的爆发、传播和如此持久，不是偶然——而是法国长期的政治经济制度之下的必然。这其中有许多“反常”的迹象：一般的抗议都是从左翼发起，“黄马甲”却来自右翼；一般的运动都有明确的领导组织或领导人，“黄马甲”却没有；一般左翼右翼在诉求上有很大不同，“黄马甲”里面却既有右翼又有极左翼的参与……所以郑老师认为，“黄马甲”是法国人民对长期以来法国制度的问题产生了根本上的质疑，而这也正是西方政客、精英和媒体长期以来所忽视甚至否认的。观视频工作室的秒拍视频                                 ,无,无,专业版微博,178,164,201
3/28/19 15:39,Hn0Hjs1NS,【一人一票杀死了苏格拉底也选出了希特勒，不要迷信烂民主】#这就是中国张维为# 从古希腊的苏格拉底被投票处死，到20世纪希特勒被选上台，一人一票的选举模式出现过许多“烂民主”情况。只有找到最符合实际情况，为人民、为国家找到最合适的人才，才能真正成为“好民主”。观视频工作室的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/bxisNSdnlx07t9Ehipi001040200XcQi0E013?Expires=1597626925&ssig=eXbW07KCyI&KID=unistore,video",专业版微博,158,296,295
3/27/19 23:33,HmUnn2gmR,#胡侃# 美国与中国摽上了。副总统彭斯宣布美国要在5年内把自己的宇航员重新送上月球，并且逼波音加快制造火箭，否则就换承包商。而这一切显然是受到中国要在2030年之前实现载人登月传闻的刺激。中国不与美国反摽，坚持我们自己发展的路线图和时间表，这意味着美国将迷失方向。 胡锡进的微博视频  ,无,"http://f.us.sinaimg.cn/004sPSuYlx07sCv77myA01041200CZIf0E010.mp4?label=mp4_hd&template=852x480.28.0&Expires=1597626926&ssig=cXwmFxrge1&KID=unistore,video",iPhone客户端,68,9,24
3/27/19 20:27,HmT9B0Jcj,【我以为故宫口红火了是好事，想不到竟有这么多人来杠？】#也说# 老马这期跟大家聊聊故宫最近引起的一些争议。故宫推出了一系列口红，火了，可是就有人马上出来说，故宫又过度商业化了。老马认为，这事的关键要看故宫的商业化是为了什么？到底是让故宫的文化产品更好地推广出去还是就为了赚钱呢？作为从小生活在北京城的老马，他对于当年故宫和今天故宫之间产生的变化是有自己深切体会的……观视频工作室的秒拍视频                                 ,无,无,专业版微博,49,4,12
3/27/19 17:25,HmRXSEY9N,【《流浪地球》和美国大片最大不同，就是里面有中国人自己的英雄主义】#一勺思想# 这样滕继萌老师为我们带来的4集【一勺思想】电影文化专题也结束了，随着《流浪地球》的成功，相信中国电影会越来越好，中国讲好自己故事的能力也越来越强，我们与各种同学一起拭目以待！然后，一勺思想下一个系列，嘉宾是大家的熟面孔，小勺子先透露一个关键词：黄马甲。那么，大家可以猜猜看，是哪位老师呢？观视频工作室的秒拍视频                                 ,无,无,专业版微博,59,11,10
3/26/19 23:07,HmKM17csv,#胡侃# 中国大手笔购买300架空客飞机，平了2017年中国购买300架波音飞机的大单。与此同时，美国正全力打压欧洲汽车，说欧洲在贸易上对美国“像中国一样坏”。欧洲被美国压得喘不过气来，他们如果再把中国当威胁，就真是战略上的糊涂了。 胡锡进的微博视频  ,无,"http://f.us.sinaimg.cn/000BlLK9lx07sASgBuIM01041200C2Ze0E010.mp4?label=mp4_hd&template=852x480.28.0&Expires=1597626932&ssig=kBwmi2eH80&KID=unistore,video",iPhone客户端,52,9,6
3/26/19 20:41,HmJOPiQY3,【陈平：美国一边不准中国卖东西，一边又指责中国产能过剩】#眉山论剑#陈平老师最近开始稳定输出！这周他和我们分享了关于“规模经济”的想法。在陈平老师看来，简单地定义“过剩产能”是不可取的，因为以中国这样大的工业规模，当然生产的是大部分自己消耗不掉的产品，而这部分产品到底算不算“过剩”，关键要看它们是低质量、没有竞争力而卖不出去，还是因为别的原因使得其竞争力没法发挥呢？而现在美国一边指责中国“产能过剩”，一边却打击中国许多明明很有市场的产品，这显然是一种贸易霸权做法。在这个背景下，中国一定要做好自我判断，不能因为美国的威胁就轻易阉割了自己强大的规模经济优势，更不能一股脑地就把自己的产品都归类为没有价值的“过剩”行列。总之，和美国较量，要脑子清醒，手腕果断，背脊挺直。就像陈平老师一直强调的，和美国pk，能打败中国的其实就只有中国自己作死，而美国大部分时候目的就是促成这一点。观视频工作室的秒拍视频                                 ,无,无,专业版微博,229,124,39
3/26/19 18:55,HmJ7X68fo,#也说# 明天开始回归啦！正好给大家说明下，【也说】虽然鸽了那么久，老马可不是在偷懒啊，实际上关注【观视频】节目的同学就能发现，老马每期【这就是中国】都会出现；而且其实大家很喜欢的【又见印度】、【又见日本】等等【又见】系列都是老马负责的节目，所以大家能看到毛克疾老师、潘妮妮老师那么多精彩的视频都少不了老马的谈笑风生哦( ´_ゝ｀)19年我们重新调整人员安排，队伍也扩充了，所以老马又能腾出手填坑啦。当然，【又见】系列肯定还会有的，说了今年我们节目会越来越多哦~                  原图                             ,http://wx1.sinaimg.cn/large/006C8qP7gy1g1ge9rqsx2j31hc0u0dka.jpg,无,专业版微博,41,2,13
3/26/19 15:12,HmHFqwjXx,【“民主”就像被西方注册了一样，中国需要找到自己的好民主】#这就是中国张维为# 张维为老师本期节目主题：好民主才是人民之福。中国一直在追求自己的民主模式，民主的概念不是西方的专利，只是在西方强大的舆论武器之下，使得“民主”两个字就像是被西方注册的一样……本期完整版已经在B站上传，同学们搜索“这就是中国”就能直接找到了哦。观视频工作室的秒拍视频                                 ,无,无,专业版微博,81,38,34
3/25/19 21:25,HmAG65OYu,【波音出事，美国媒体第一个想到的竟是黑中国？】#科技袁周虑#看看本周阿玄阿帅又给大家带来了哪些科技界新鲜事：你知道生物学的梗“碱基生物宁有种乎”吗？一篇“量子保密通信被破解”的文章怎么火起来的？NetFlix的科幻动画《爱，死亡和机器人》为什么被称为神剧？日本丰田宣布将设计月球载人车，但他们还有一个什么最大的困难没解决？最后，阿玄阿帅是如何看待波音 737 MAX的这次技术问题？最后，结尾还有小小彩蛋哦……观视频工作室的秒拍视频                                 ,无,无,专业版微博,84,29,30
3/25/19 20:14,HmAdy7OCu,#胡侃# 想想看，如果大陆的战机飞越台湾岛，台军敢对我们的战机开火吗？老胡相信他们绝对不敢。如果大陆的军舰开向台湾港口停靠，台军敢开火吗？我相信他们同样不敢。大陆向“台独”施压的手段多得很，主动主张两岸和平发展是大陆的善意。奉劝“台独”悠着点，牢记“不作不死”。 胡锡进的微博视频  ,无,"http://f.us.sinaimg.cn/0021Hjj1lx07sz57JGL601041200I3nV0E010.mp4?label=mp4_hd&template=852x480.28.0&Expires=1597626955&ssig=sUp1DkK96j&KID=unistore,video",iPhone客户端,67,12,38
3/25/19 17:53,Hmzil0DFQ,【《流浪地球》的出现，证明了中国电影可以追赶好莱坞】#一勺思想# 在这一集节目中，滕老师继续为我们剖析美国是如何用电影巩固其文化霸权的。好莱坞大片其实常常会加入一些其它国家的文化元素，但是这些美国只是“借用”而非“借鉴”，他们最终会把这些异国文化塑造成自己需要的样子，然后传递的仍旧是美式文化内核。这种例子已经很多了，比如看上去有很强烈中国特色的“功夫熊猫”，整个故事和价值观却都是非常非常美国的。这样的电影再配上强大的技术特效等，就使得美国电影能够轻而易举地攻陷别国的市场，实现文化输出。不过，《流浪地球》的出现是个好现象。好莱坞会在此时真正感受到，中国电影工业已经开始了追赶，虽然我们还有很大差距，但《流浪地球》已经证明了我们拥有足够潜力了。观视频工作室的秒拍视频                                 ,无,无,专业版微博,53,12,12
3/24/19 23:09,HmrVKghQH,#胡侃# 意大利加入“一带一路”，美国有点慌。“跟我玩就不能跟他玩”，美国人现在就是这么敏感、小气。欧洲人现在受尽美国的气，他们能理解中国在战略上对他们越来越重要吗？ 胡锡进的微博视频  ,无,"http://f.us.sinaimg.cn/0000q7w9lx07sxGu10fS01041200yyJp0E010.mp4?label=mp4_hd&template=852x480.28.0&Expires=1597626958&ssig=l9vl6%2FpIk%2B&KID=unistore,video",iPhone客户端,68,11,12
